pmid,year,score,n_chunks,title
28474287,2017,0.5235,2,Evaluation of the Case-Crossover (CCO) Study Design for Adverse Drug Event Detection.
28455793,2017,0.3769,2,Detecting Signals of Disproportionate Reporting from Singapore's Spontaneous Adverse Event Reporting System: An Application of the Sequential Probability Ratio Test.
28439716,2017,0.5093,2,Antipsychotic Prescribing to Patients Diagnosed with Dementia Without a Diagnosis of Psychosis in the Context of National Guidance and Drug Safety Warnings: Longitudinal Study in UK General Practice.
28421551,2017,0.4438,2,"Macrolides, Digoxin Toxicity and the Risk of Sudden Death: A Population-Based Study."
28417321,2017,0.2619,1,Adjuvanted (AS03) A/H1N1 2009 Pandemic Influenza Vaccines and Solid Organ Transplant Rejection: Systematic Signal Evaluation and Lessons Learnt.
28417320,2017,0.5885,2,Patient Reporting in the EU: Analysis of EudraVigilance Data.
28405899,2017,0.6423,2,The Quality of Clinical Information in Adverse Drug Reaction Reports by Patients and Healthcare Professionals: A Retrospective Comparative Analysis.
28397186,2017,0.4932,2,Managing Cardiovascular Risk of Macrolides: Systematic Review and Meta-Analysis.
28389979,2017,0.3382,1,"Species Adulteration in the Herbal Trade: Causes, Consequences and Mitigation."
28382494,2017,0.5255,2,Adverse Drug Reaction-Related Hospitalizations in Elderly Australians: A Prospective Cross-Sectional Study in Two Tasmanian Hospitals.
28382493,2017,0.4784,2,Drospirenone-Containing Oral Contraceptive Pills and the Risk of Venous Thromboembolism: An Assessment of Risk in First-Time Users and Restarters.
28361405,2017,0.5839,3,Impact of Safety-Related Regulations on Codeine Use in Children: A Quasi-Experimental Study Using Taiwan's National Health Insurance Research Database.
28342075,2017,0.6614,2,Evaluation of Pre-marketing Factors to Predict Post-marketing Boxed Warnings and Safety Withdrawals.
28342074,2017,0.3612,2,"Evaluation of 'SAEFVIC', A Pharmacovigilance Surveillance Scheme for the Spontaneous Reporting of Adverse Events Following Immunisation in Victoria, Australia."
28321782,2017,0.2178,2,Targeting Interleukin-5 or Interleukin-5Rα: Safety Considerations.
28299611,2017,0.7270,1,Summarising the Evidence for Drug Safety: A Methodological Discussion of Different Meta-Analysis Approaches.
28299610,2017,0.4601,2,Pharmacovigilance of Regenerative Medicine Under the Amended Pharmaceutical Affairs Act in Japan.
28293864,2017,0.3195,2,Using Probabilistic Record Linkage of Structured and Unstructured Data to Identify Duplicate Cases in Spontaneous Adverse Event Reporting Systems.
28275963,2017,0.5719,2,Adverse Drug Event Causality Analysis (ADECA): A Process for Evaluating Evidence and Assigning Drugs to Risk Categories for Sudden Death.
28247280,2017,0.5727,2,Causality Assessment in Pharmacovigilance: Still a Challenge.
28247279,2017,0.6512,2,Patient and Physician Perceptions of Drug Safety Information for Sleep Aids: A Qualitative Study.
28247278,2017,0.5160,2,"A Survey on Pharmacovigilance Activities in ASEAN and Selected Non-ASEAN Countries, and the Use of Quantitative Signal Detection Algorithms."
28238125,2017,0.6182,2,Post-Marketing Regulation of Medicines Withdrawn from the Market Because of Drug-Attributed Deaths: An Analysis of Justification.
28205099,2017,0.5587,3,Evaluation of Potentially Drug-Related Patient-Reported Common Symptoms Assessed During Clinical Medication Reviews: A Cross-Sectional Observational Study.
28194654,2017,0.5393,3,The Risk of Ischemic Cardio- and Cerebrovascular Events Associated with Oxycodone-Naloxone and Other Extended-Release High-Potency Opioids: A Nested Case-Control Study.
28188601,2017,0.3664,3,Sensitivity of the UK Clinical Practice Research Datalink to Detect Neurodevelopmental Effects of Medicine Exposure in Utero: Comparative Analysis of an Antiepileptic Drug-Exposed Cohort.
28181126,2017,0.3296,2,Anti-Angiogenic Tyrosine Kinase Inhibitors and Reversible Posterior Leukoencephalopathy Syndrome: Could Hypomagnesaemia Be the Trigger?
28155198,2017,0.3070,2,Validation of New Signal Detection Methods for Web Query Log Data Compared to Signal Detection Algorithms Used With FAERS.
28130774,2017,0.5262,2,Pre-Exposure Prophylaxis for HIV Prevention: Safety Concerns.
28130773,2017,0.5689,3,Identification of Substandard Medicines via Disproportionality Analysis of Individual Case Safety Reports.
28130772,2017,0.4310,2,Digitalis Use and the Risk of Breast Cancer: A Systematic Review and Meta-Analysis.
28120270,2017,0.6285,2,Feasibility and Educational Value of a Student-Run Pharmacovigilance Programme: A Prospective Cohort Study.
28101815,2017,0.4657,1,Developing a Crowdsourcing Approach and Tool for Pharmacovigilance Education Material Delivery.
28074424,2017,0.2479,2,Signal Detection Based on Time to Onset Algorithm in Spontaneous Reporting System of China.
28074423,2017,0.4034,2,Effectiveness of Risk Evaluation and Mitigation Strategies (REMS) for Lenalidomide and Thalidomide: Patient Comprehension and Knowledge Retention.
28044249,2017,0.5013,2,Evaluation of Facebook and Twitter Monitoring to Detect Safety Signals for Medical Products: An Analysis of Recent FDA Safety Alerts.
28035492,2017,0.5054,2,Factors Influencing the Use of a Mobile App for Reporting Adverse Drug Reactions and Receiving Safety Information: A Qualitative Study.
28035491,2017,0.5188,2,Cancer Event Rate and Mortality with Thienopyridines: A Systematic Review and Meta-Analysis.
28025733,2017,0.5270,3,Antibiotic-Induced Liver Injury in Paediatric Outpatients: A Case-Control Study in Primary Care Databases.
28005253,2017,0.6864,3,Diverging Conclusions from the Same Meta-Analysis in Drug Safety: Source of Data (Primary Versus Secondary) Takes a Toll.
28000151,2017,0.3780,2,The Impact of Provider Networks on the Co-Prescriptions of Interacting Drugs: A Claims-Based Analysis.
27995520,2017,0.2528,2,Effect of Medications for Gastric Acid-Related Symptoms on Total Motile Sperm Count and Concentration: A Case-Control Study in Men of Subfertile Couples from the Netherlands.
27995519,2017,0.2173,3,Hepatic Cyst Infection During Use of the Somatostatin Analog Lanreotide in Autosomal Dominant Polycystic Kidney Disease: An Interim Analysis of the Randomized Open-Label Multicenter DIPAK-1 Study.
27988884,2017,0.5694,2,Proactive Regional Pharmacovigilance System Versus National Spontaneous Reporting for Collecting Safety Data on Concerning Off-Label Prescribing Practices: An Example with Baclofen and Alcohol Dependence in France.
27988883,2017,0.2533,2,"Surveillance of Adverse Events After Seasonal Influenza Vaccination in Pregnant Women and Their Infants in the Vaccine Adverse Event Reporting System, July 2010-May 2016."
27981444,2017,0.3130,2,Hyperglycaemia Induced by Novel Anticancer Agents: An Undesirable Complication or a Potential Therapeutic Opportunity?
27943160,2017,0.4450,3,"Melanoma and Non-Melanoma Skin Cancer Associated with Angiotensin-Converting-Enzyme Inhibitors, Angiotensin-Receptor Blockers and Thiazides: A Matched Cohort Study."
27928727,2017,0.3319,1,Benefits and Risks of Long-Term Asthma Management in Children: Where Are We Heading?
27928726,2017,0.5824,2,Evaluating the Safety Profile of Non-Active Implantable Medical Devices Compared with Medicines.
27900668,2017,0.3896,2,Propensity Score Weighting Compared to Matching in a Study of Dabigatran and Warfarin.
27900667,2017,0.3327,1,Should Domperidone be Used as a Galactagogue? Possible Safety Implications for Mother and Child.
27896662,2017,0.5008,2,Investigating the Additive Interaction of QT-Prolonging Drugs in Older People Using Claims Data.
27878468,2017,0.4160,2,The Risk of Adverse Pregnancy Outcome After First Trimester Exposure to H1 Antihistamines: A Systematic Review and Meta-Analysis.
27864791,2017,0.4283,2,The Harms of Antipsychotic Drugs: Evidence from Key Studies.
27848201,2017,0.3518,2,The Role of Hemoglobin Laboratory Test Results for the Detection of Upper Gastrointestinal Bleeding Outcomes Resulting from the Use of Medications in Observational Studies.
27848200,2017,0.3757,2,Vancomycin-Induced Thrombocytopenia: A Narrative Review.
27838824,2017,0.2933,2,Proton Pump Inhibitors and Risk of Rhabdomyolysis.
27838823,2017,0.4188,2,Active Surveillance of Follow-on Biologics: A Prescription for Uptake.
27826881,2017,0.4192,1,Bone Fractures with Sodium-Glucose Co-transporter-2 Inhibitors: How Real is the Risk?
27612460,2016,0.3250,2,Vaccine Case-Population: A New Method for Vaccine Safety Surveillance.
27743334,2017,0.6287,2,Pharmaceutical Benefit-Risk Communication Tools: A Review of the Literature.
27743333,2016,0.4702,2,Knowledge of Adverse Drug Reaction Reporting Among Healthcare Professionals in Bhutan: A Cross-Sectional Survey.
27696300,2016,0.5512,2,Risk-Benefit Profile of Direct-Acting Oral Anticoagulants in Established Therapeutic Indications: An Overview of Systematic Reviews and Observational Studies.
27696299,2016,0.2546,2,Treatment-Related Progressive Multifocal Leukoencephalopathy in Multiple Sclerosis: A Comprehensive Review of Current Evidence and Future Needs.
27688026,2016,0.3310,2,"Estimating Herbal Product Authentication and Adulteration in India Using a Vouchered, DNA-Based Biological Reference Material Library."
27688025,2016,0.6530,2,Completeness of Spontaneous Adverse Drug Reaction Reports Sent by General Practitioners to a Regional Pharmacovigilance Centre: A Descriptive Study.
27677637,2016,0.3560,2,The Risk of Achilles or Biceps Tendon Rupture in New Statin Users: A Propensity Score-Matched Sequential Cohort Study.
27638661,2017,0.3148,3,Current Safety Concerns with Human Papillomavirus Vaccine: A Cluster Analysis of Reports in VigiBase®.
27638660,2016,0.5304,2,Prevention of Medication Errors in Hospitalized Patients: The Japan Adverse Drug Events Study.
27638659,2016,0.5097,2,Association Between the Occurrence of Adverse Drug Events and Modification of First-Line Highly Active Antiretroviral Therapy in Ghanaian HIV Patients.
27638658,2017,0.5290,2,Role of Preemptive Genotyping in Preventing Serious Adverse Drug Events in South Korean Patients.
27638657,2016,0.5193,2,A Survey of Adverse Event Reporting Practices Among US Healthcare Professionals.
27581398,2016,0.4918,3,Patient Reporting of Adverse Drug Reactions: An International Survey of National Competent Authorities' Views and Needs.
27562873,2016,0.3330,2,"Drug-Drug Interactions, Effectiveness, and Safety of Hormonal Contraceptives in Women Living with HIV."
27550440,2016,0.4646,1,National ADR Monitoring System in China.
27534752,2016,0.5005,3,Pattern of Onset and Risk Factors for Peripheral Oedema During Vildagliptin Use: Analysis from the Vildagliptin Prescription-Event Monitoring Study in England.
27534751,2016,0.3137,2,"Tyrosine Kinase Inhibitor-Induced Interstitial Lung Disease: Clinical Features, Diagnostic Challenges, and Therapeutic Dilemmas."
27534750,2016,0.4026,2,Neuropsychiatric Effects of HIV Antiviral Medications.
27473417,2016,0.6218,3,Causality Assessment in Premarketing Drug Clinical Trials: Regulatory Evolution in the USA and Ongoing Concerns.
27449638,2016,0.5794,2,Adverse-Drug-Reaction-Related Hospitalisations in Developed and Developing Countries: A Review of Prevalence and Contributing Factors.
27449495,2016,0.4918,2,Hepatic Safety of Atypical Antipsychotics: Current Evidence and Future Directions.
27435452,2016,0.3796,1,Drug Interactions of Direct-Acting Oral Anticoagulants.
27412006,2016,0.3468,2,Benefit-Risk Assessment of Fish Oil in Preventing Cardiovascular Disease.
27379887,2016,0.6384,2,Patient-Reported Safety Information: A Renaissance of Pharmacovigilance?
27364632,2016,0.5471,1,Pacific Island Pharmacovigilance: The Need for a Different Approach.
27350063,2016,0.4329,2,Innovative Digital Tools and Surveillance Systems for the Timely Detection of Adverse Events at the Point of Care: A Proof-of-Concept Study.
27314405,2016,0.4520,2,Active Surveillance versus Spontaneous Reporting for First-Line Antiretroviral Medicines in Namibia: A Cost-Utility Analysis.
27289228,2016,0.4875,2,Neonatal Adaptation Issues After Maternal Exposure to Prescription Drugs: Withdrawal Syndromes and Residual Pharmacological Effects.
27282428,2016,0.3376,3,Pregnancy Outcomes in the Tofacitinib Safety Databases for Rheumatoid Arthritis and Psoriasis.
27282427,2016,0.5950,2,Targeted Spontaneous Reporting: Assessing Opportunities to Conduct Routine Pharmacovigilance for Antiretroviral Treatment on an International Scale.
27255487,2016,0.4915,2,Drug Safety Monitoring in Children: Performance of Signal Detection Algorithms and Impact of Age Stratification.
27206726,2016,0.4647,2,Artesunate/Amodiaquine-Induced Acute Extrapyramidal Reactions in Children and Younger Adults: Case Series Assessment.
27193610,2016,0.3531,2,Benefit and Risk of Tofacitinib in the Treatment of Rheumatoid Arthritis: A Focus on Herpes Zoster.
27189593,2016,0.3708,2,Risk of Liver Injury Associated with Green Tea Extract in SLIMQUICK(®) Weight Loss Products: Results from the DILIN Prospective Study.
27145946,2016,0.4974,2,The Impact of Experiencing Adverse Drug Reactions on the Patient's Quality of Life: A Retrospective Cross-Sectional Study in the Netherlands.
27142208,2016,0.4636,3,Drug-Induced Liver Injury: Highlights from a Review of the 2015 Literature.
27098249,2016,0.2848,2,Neurocognitive Adverse Effects of Anesthesia in Adults and Children: Gaps in Knowledge.
27098248,2016,0.6929,2,The Patient's Voice in Pharmacovigilance: Pragmatic Approaches to Building a Patient-Centric Drug Safety Organization.
27098247,2016,0.3483,2,"Pharmacokinetics, Efficacy, and Safety of Hepatitis C Virus Drugs in Patients with Liver and/or Renal Impairment."
27091053,2016,0.3286,2,Diagnosis and Management of Drug-Induced Liver Injury (DILI) in Patients with Pre-Existing Liver Disease.
27067440,2016,0.2898,2,Age at First Rotavirus Vaccination and Risk of Intussusception in Infants: A Public Health Modeling Analysis.
27028617,2016,0.4636,2,Contemporary Reflections on the Safety of Long-Term Aspirin Treatment for the Secondary Prevention of Cardiovascular Disease.
27023898,2016,0.5067,1,Safety and Tolerability of Pharmacological Treatment of Alcohol Dependence: Comprehensive Review of Evidence.
27003817,2016,0.4136,3,Linking MedDRA(®)-Coded Clinical Phenotypes to Biological Mechanisms by the Ontology of Adverse Events: A Pilot Study on Tyrosine Kinase Inhibitors.
27003816,2016,0.5258,2,The Safety of Metoclopramide in Children: A Systematic Review and Meta-Analysis.
27000800,2016,0.5675,1,Ethical and Practical Considerations in Removing Black Box Warnings from Drug Labels.
26992920,2016,0.3047,1,Drug-Induced Mitochondrial Toxicity.
26979831,2016,0.4277,2,Long-Term Outcomes of Short-Term Statin Use in Healthy Adults: A Retrospective Cohort Study.
26968542,2016,0.3567,2,Drug-Induced QT/QTc Interval Shortening: Lessons from Drug-Induced QT/QTc Prolongation.
26968541,2016,0.2247,2,Universal Correction for QT/RR Hysteresis.
26961536,2016,0.4182,2,Signal of Gastrointestinal Congenital Malformations with Antipsychotics After Minimising Competition Bias: A Disproportionality Analysis Using Data from Vigibase(®).
26951234,2016,0.5006,4,Intravitreal Bevacizumab and Cardiovascular Risk in Patients with Age-Related Macular Degeneration: Systematic Review and Meta-Analysis of Randomized Controlled Trials and Observational Studies.
26951233,2016,0.5993,1,Good Signal Detection Practices: Evidence from IMI PROTECT.
26946292,2016,0.5532,2,A Pharmacovigilance Signaling System Based on FDA Regulatory Action and Post-Marketing Adverse Event Reports.
26940903,2016,0.6793,2,Medication Errors: New EU Good Practice Guide on Risk Minimisation and Error Prevention.
26936182,2016,0.5213,2,Allergy-Like Immediate Reactions with Herbal Medicines: A Retrospective Study Using Data from VigiBase®.
26924197,2016,0.3695,2,Safety Considerations with Dual Bronchodilator Therapy in COPD: An Update.
26884326,2016,0.4547,2,The Safety of Prochlorperazine in Children: A Systematic Review and Meta-Analysis.
26879560,2016,0.5065,2,Evidence of Misclassification of Drug-Event Associations Classified as Gold Standard 'Negative Controls' by the Observational Medical Outcomes Partnership (OMOP).
26873369,2016,0.3936,2,Dipeptidyl Peptidase (DPP)-4 Inhibitor-Induced Arthritis/Arthralgia: A Review of Clinical Cases.
26860922,2016,0.5381,2,"Safety Profile of Atorvastatin 80 mg: A Meta-Analysis of 17 Randomized Controlled Trials in 21,910 Participants."
26860921,2016,0.4173,2,An Integrative Data Science Pipeline to Identify Novel Drug Interactions that Prolong the QT Interval.
26832926,2016,0.4124,1,Side Effects and Efficacy of Neuraxial Opioids in Pregnant Patients at Delivery: A Comprehensive Review.
26798054,2016,0.5233,2,Social Media Listening for Routine Post-Marketing Safety Surveillance.
26798053,2016,0.4456,2,Sequence Symmetry Analysis as a Signal Detection Tool for Potential Heart Failure Adverse Events in an Administrative Claims Database.
26798052,2016,0.5726,2,Use of Prescription Drug Samples in the USA: A Descriptive Study with Considerations for Pharmacoepidemiology.
26798051,2016,0.4146,2,Safety of Intranasal Quadrivalent Live Attenuated Influenza Vaccine (QLAIV) in Children and Adolescents: A Pilot Prospective Cohort Study in England.
26798050,2016,0.5368,1,"Maximizing the Post-Approval Safety of Flibanserin: A Role for Regulators, Clinicians, and Patients."
26754924,2016,0.4276,4,Adverse Drug Reaction Reporting in Africa and a Comparison of Individual Case Safety Report Characteristics Between Africa and the Rest of the World: Analyses of Spontaneous Reports in VigiBase®.
26748508,2016,0.3600,3,Comparative Safety and Tolerability of Prostacyclins in Pulmonary Hypertension.
26748507,2016,0.4745,2,Performance of Stratified and Subgrouped Disproportionality Analyses in Spontaneous Databases.
26748506,2016,0.3599,2,Post-Marketing Benefit-Risk Assessment of Rotavirus Vaccination in Japan: A Simulation and Modelling Analysis.
26748505,2016,0.3135,2,Social Media Mining for Toxicovigilance: Automatic Monitoring of Prescription Medication Abuse from Twitter.
26719190,2016,0.4795,2,Traceability of Biologics in The Netherlands: An Analysis of Information-Recording Systems in Clinical Practice and Spontaneous ADR Reports.
26715499,2016,0.4302,2,A Method for the Minimization of Competition Bias in Signal Detection from Spontaneous Reporting Databases.
26715498,2016,0.4823,2,Clinicians' Reports in Electronic Health Records Versus Patients' Concerns in Social Media: A Pilot Study of Adverse Drug Reactions of Aspirin and Atorvastatin.
26715497,2016,0.4530,2,"Safety of Dalbavancin in the Treatment of Skin and Skin Structure Infections: A Pooled Analysis of Randomized, Comparative Studies."
26692396,2016,0.5949,2,Appropriate Polypharmacy and Medicine Safety: When Many is not Too Many.
26692395,2016,0.4325,2,Hepatotoxicity Associated with the Use of Anti-TNF-α Agents.
26692394,2016,0.4276,2,Renal and Bone Adverse Effects of a Tenofovir-Based Regimen in the Treatment of HIV-Infected Children: A Systematic Review.
26692393,2016,0.7120,1,Pharmacovigilance is... Vigilance.
26658991,2016,0.2257,2,Risk of Inflammatory Bowel Disease with Oral Contraceptives and Menopausal Hormone Therapy: Current Evidence and Future Directions.
26650064,2016,0.5204,2,Tools for Assessing Potential Significance of Pharmacist Interventions: A Systematic Review.
26650063,2016,0.4220,3,Risk of Seizures Associated with Antidepressant Use in Patients with Depressive Disorder: Follow-up Study with a Nested Case-Control Analysis Using the Clinical Practice Research Datalink.
26650062,2016,0.5613,1,Advances in the Pharmacogenomics of Adverse Drug Reactions.
26620206,2016,0.3980,2,Psychiatric Disorders and Montelukast in Children: A Disproportionality Analysis of the VigiBase(®).
26563222,2016,0.4372,2,Mortality Risk of Hypnotics: Strengths and Limits of Evidence.
26553305,2016,0.5680,3,The Association Between Potentially Inappropriate Prescribing and Medication-Related Hospital Admissions in Older Patients: A Nested Case Control Study.
26547719,2016,0.5032,2,Adverse Drug Reactions Reported to a National HIV & Tuberculosis Health Care Worker Hotline in South Africa: Description and Prospective Follow-Up of Reports.
26547718,2016,0.5803,2,"Consumer Understanding, Preferences, and Responses to Different Versions of Drug Safety Messages in the United States: A Randomized Controlled Trial."
26519420,2016,0.3373,2,"Reversal Strategies for NOACs: State of Development, Possible Clinical Applications and Future Perspectives."
26507885,2016,0.6258,2,An Empirical Approach to Explore the Relationship Between Measures of Disproportionate Reporting and Relative Risks from Analytical Studies.
26482385,2016,0.3593,3,Testosterone Replacement Therapy and Mortality in Older Men.
26467550,2016,0.4593,2,Quantitative Risk-Benefit Analysis of Probiotic Use for Irritable Bowel Syndrome and Inflammatory Bowel Disease.
26446144,2016,0.5254,3,The Contribution of National Spontaneous Reporting Systems to Detect Signals of Torsadogenicity: Issues Emerging from the ARITMO Project.
26446143,2016,0.5453,2,Feasibility of Prioritizing Drug-Drug-Event Associations Found in Electronic Health Records.
26446142,2015,0.3045,2,Comparative Safety of Vaccine Adjuvants: A Summary of Current Evidence and Future Needs.
26391801,2015,0.3026,2,Statistical Signal Detection as a Routine Pharmacovigilance Practice: Effects of Periodicity and Resignalling Criteria on Quality and Workload.
26384490,2015,0.6579,2,Impact on Drug Safety of Variation in Adherence: The Need for Routinely Reporting Measures of Dose Intensity in Medication Safety Studies Using Electronic Health Data.
26384489,2015,0.5813,2,Association of Attorney Advertising and FDA Action with Prescription Claims: A Time Series Segmented Regression Analysis.
26370106,2015,0.4413,3,Drug-Induced Hyperglycaemia and Diabetes.
26370105,2015,0.4291,1,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS): A National Analysis of Data from 10-Year Post-marketing Surveillance.
26370104,2015,0.3830,3,Useful Interplay Between Spontaneous ADR Reports and Electronic Healthcare Records in Signal Detection.
26353915,2015,0.5277,2,A Note on the Validity and Reliability of Multi-Criteria Decision Analysis for the Benefit-Risk Assessment of Medicines.
26350642,2015,0.5004,3,"Risk of Out-of-Hospital Sudden Cardiac Death in Users of Domperidone, Proton Pump Inhibitors, or Metoclopramide: A Population-Based Nested Case-Control Study."
26338346,2015,0.4720,3,Signal for Thrombosis with Eltrombopag and Romiplostim: A Disproportionality Analysis of Spontaneous Reports Within VigiBase®.
26316054,2015,0.5039,2,Safety Profile of Certolizumab Pegol in Patients with Immune-Mediated Inflammatory Diseases: A Systematic Review and Meta-Analysis.
26267842,2015,0.4686,2,Experiences and Lessons From Implementing Cohort Event Monitoring Programmes for Antimalarials in Four African Countries: Results of a Questionnaire-Based Survey.
26251259,2015,0.2417,2,"Modelling Hospitalisation Ratios for Febrile Convulsions and Severe Varicella Under Combined Measles, Mumps, Rubella, and Varicella (MMRV-Priorix-Tetra™) Compared to Separate MMR + V Vaccination."
26242616,2015,0.4188,2,Evaluating Social Media Networks in Medicines Safety Surveillance: Two Case Studies.
26242615,2015,0.4113,2,Safety of Perflutren Ultrasound Contrast Agents: A Disproportionality Analysis of the US FAERS Database.
26239715,2015,0.3638,1,"Vaccine-Drug Interactions: Cytokines, Cytochromes, and Molecular Mechanisms."
26216600,2015,0.5134,3,Variation in Association Between Thiazolidinediones and Heart Failure Across Ethnic Groups: Retrospective analysis of Large Healthcare Claims Databases in Six Countries.
26188765,2015,0.4688,3,Selective Serotonin Reuptake Inhibitor Use and Perioperative Bleeding and Mortality in Patients Undergoing Coronary Artery Bypass Grafting: A Cohort Study.
26188764,2015,0.3878,2,Clinical Pattern of Tolvaptan-Associated Liver Injury in Subjects with Autosomal Dominant Polycystic Kidney Disease: Analysis of Clinical Trials Database.
26187686,2015,0.4485,3,Photosensitivity with Angiotensin II Receptor Blockers: A Retrospective Study Using Data from VigiBase(®).
26162419,2015,0.4826,2,Implications of the IQ-CSRC Prospective Study: Time to Revise ICH E14.
26153398,2015,0.4394,2,Improving Information on Maternal Medication Use by Linking Prescription Data to Congenital Anomaly Registers: A EUROmediCAT Study.
26153397,2015,0.3617,2,A Method to Combine Signals from Spontaneous Reporting Systems and Observational Healthcare Data to Detect Adverse Drug Reactions.
26138527,2015,0.5701,2,Hepatotoxicity of New Oral Anticoagulants (NOACs).
26123874,2015,0.4207,2,Benzodiazepine Use and Risk of Developing Alzheimer's Disease or Vascular Dementia: A Case-Control Analysis.
26119289,2015,0.4928,2,The Risk of Opioid Intoxications or Related Events and the Effect of Alcohol-Related Disorders: A Retrospective Cohort Study in German Patients Treated with High-Potency Opioid Analgesics.
26115701,2015,0.4746,2,"Prevalence, Nature, Severity and Risk Factors for Prescribing Errors in Hospital Inpatients: Prospective Study in 20 UK Hospitals."
26108299,2015,0.4069,2,Pharmacogenetics of Drug-Induced QT Interval Prolongation: An Update.
26108298,2015,0.5813,2,Evaluating AE Reporting of Two Off-Patent Biologics to Inform Future Biosimilar Naming and Reporting Practices.
26108297,2015,0.3421,2,Accidents and Incidents Related to Intravenous Drug Administration: A Pre-Post Study Following Implementation of Smart Pumps in a Teaching Hospital.
26105011,2015,0.5232,2,Product-Specific Regulatory Pathways to Approve Generic Drugs: The Need for Follow-up Studies to Ensure Safety and Effectiveness.
26100144,2015,0.6402,2,Changes in Side Effect Risk Communication in Patient Information Leaflets over the Past Decade: Results of a Survey.
26100143,2015,0.5766,2,Primary Care Medication Safety Surveillance with Integrated Primary and Secondary Care Electronic Health Records: A Cross-Sectional Study.
26093687,2015,0.5406,2,Detection of Drug-Drug Interactions Inducing Acute Kidney Injury by Electronic Health Records Mining.
26091849,2015,0.3740,2,"Indigenous Medicine Use for Sex Selection During Pregnancy and Risk of Congenital Malformations: A Population-Based Case-Control Study in Haryana, India."
26076652,2015,0.4481,1,DNA Barcoding and Pharmacovigilance of Herbal Medicines.
26055920,2015,0.4459,2,A Comparative Assessment of Observational Medical Outcomes Partnership and Mini-Sentinel Common Data Models and Analytics: Implications for Active Drug Safety Surveillance.
26041497,2015,0.4257,2,Actual Use of Medications Prescribed During Pregnancy: A Cross-Sectional Study Using Data from a Population-Based Congenital Anomaly Registry.
26025018,2015,0.6190,2,Electronic Health Data for Postmarket Surveillance: A Vision Not Realized.
26017034,2015,0.4976,2,P-Glycoprotein-Mediated Drug Interactions in Pregnancy and Changes in the Risk of Congenital Anomalies: A Case-Reference Study.
26013909,2015,0.5907,3,Preventability of Voluntarily Reported or Trigger Tool-Identified Medication Errors in a Pediatric Institution by Information Technology: A Retrospective Cohort Study.
26008987,2015,0.4935,3,"Update on Cardiovascular Safety of Tyrosine Kinase Inhibitors: With a Special Focus on QT Interval, Left Ventricular Dysfunction and Overall Risk/Benefit."
26008986,2015,0.3788,2,Adverse Drug Reactions and Clinical Outcomes in Patients Initiated on Antiretroviral Therapy: A Prospective Cohort Study From Ethiopia.
26001933,2015,0.5594,2,Atypical Antipsychotics and the Risk of Hyperlipidemia: A Sequence Symmetry Analysis.
25989944,2015,0.3954,2,PCSK9 inhibitors and neurocognitive adverse events: exploring the FDA directive and a proposal for N-of-1 trials.
25968812,2015,0.5920,2,Harmonizing post-market surveillance of prescription drug misuse: a systematic review of observational studies using routinely collected data (2000-2013).
25968811,2015,0.5845,2,Methodological approaches to evaluate the impact of FDA drug safety communications.
25935198,2015,0.4249,2,Incorporating linked healthcare claims to improve confounding control in a study of in-hospital medication use.
25913726,2015,0.3041,1,Oral anticoagulants and risk of nephropathy.
25899605,2015,0.4048,2,Comparison of statistical signal detection methods within and across spontaneous reporting databases.
25863473,2015,0.4250,2,Drug-induced renal damage in preterm neonates: state of the art and methods for early detection.
25862024,2015,0.3630,2,Topical corticosteroid-induced skin atrophy: a comprehensive review.
25832756,2015,0.2340,3,"Chimeric fusion proteins used for therapy: indications, mechanisms, and safety."
25829216,2015,0.3509,2,Risks and benefits of triple oral anti-thrombotic therapies after acute coronary syndromes and percutaneous coronary intervention.
25829215,2015,0.7039,2,The monitoring medicines project: a multinational pharmacovigilance and public health project.
25822400,2015,0.5538,1,Epidemiology of adverse drug reactions in Europe: a review of recent observational studies.
25820287,2015,0.2332,2,Organ-on-a-chip: development and clinical prospects toward toxicity assessment with an emphasis on bone marrow.
25808626,2015,0.5424,3,Safety and Effectiveness of Highly Active Antiretroviral Therapy in Treatment-Naïve HIV Patients: Preliminary Findings of a Cohort Event Monitoring Study in Belarus.
25792028,2015,0.4976,2,Comparative safety and tolerability of endothelin receptor antagonists in pulmonary arterial hypertension.
25787329,2015,0.6234,3,Relationship between structural alerts in NSAIDs and idiosyncratic hepatotoxicity: an analysis of spontaneous report data from the WHO database.
25761856,2015,0.4988,2,Addressing limitations in observational studies of the association between glucose-lowering medications and all-cause mortality: a review.
25749722,2015,0.4484,2,Computational approaches for pharmacovigilance signal detection: toward integrated and semantically-enriched frameworks.
25749663,2015,0.4484,2,Targeted spontaneous reporting of suspected renal toxicity in patients undergoing highly active anti-retroviral therapy in two public health facilities in Uganda.
25735854,2015,0.5474,1,Initiatives to identify and mitigate medication errors in England.
25711669,2015,0.4933,1,User-driven development of a web-based tool for patient reporting of drug-related harm.
25711668,2015,0.4582,2,Evaluation of an automated surveillance system using trigger alerts to prevent adverse drug events in the intensive care unit and general ward.
25700714,2015,0.4018,1,Comparative safety and tolerability of anti-VEGF therapy in age-related macular degeneration.
25698347,2015,0.5732,1,Empowering consumers as contributors for health product safety: lessons from the Philippines.
25693658,2015,0.3932,2,Neurodevelopmental effects of fetal antiepileptic drug exposure.
